epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.8813,1.42381,2.57,1.34571,1,0.21554,0.9264,0.53525,1.3537,2.30883,1.16893,0.00041675,0.00041675,0.00041675
2,50.1913,1.46437,1.4883,1.33613,0.92873,0.39309,0.87377,0.56496,1.18714,2.20319,1.13889,0.000841753,0.000841753,0.000841753
